,index,DiagnosisDescription,PercentageDiab,PatientsWithCondition,PercentageOfTotalPop
783,304.7,Combinations of opioid type drug with any other drug dependence                                                                                                                                                                                                ,0.5,2.0,0.000201045436269
784,304.70,"Combinations of opioid type drug with any other drug dependence, unspecified use",0.0,1.0,0.000100522718134
785,304.80,"Combinations of drug dependence excluding opioid type drug, unspecified use",1.0,2.0,0.000201045436269
786,304.83,"Combinations of drug dependence excluding opioid type drug, in remission",0.0,1.0,0.000100522718134
787,304.90,"Unspecified drug dependence, unspecified use",0.5,2.0,0.000201045436269
788,304.93,"Unspecified drug dependence, in remission",0.0,1.0,0.000100522718134
789,305.0,Nondependent alcohol abuse                                                                                                                                                                                                                                     ,0.0,2.0,0.000201045436269
790,305.00,"Alcohol abuse, unspecified drinking behavior",0.25,28.0,0.00281463610776
791,305.01,"Alcohol abuse, continuous drinking behavior",0.266666666667,15.0,0.00150784077201
792,305.02,"Alcohol abuse, episodic drinking behavior",0.0952380952381,21.0,0.00211097708082
793,305.03,"Alcohol abuse, in remission",0.3,10.0,0.00100522718134
794,305.1,Tobacco use disorder,0.185714285714,630.0,0.0633293124246
795,305.20,"Cannabis abuse, unspecified use",0.0,3.0,0.000301568154403
796,305.22,"Cannabis abuse, episodic use",0.0,1.0,0.000100522718134
797,305.4,"Sedative, hypnotic or anxiolytic abuse                                                                                                                                                                                                                         ",0.0,2.0,0.000201045436269
798,305.51,"Opioid abuse, continuous use",0.0,29.0,0.00291515882589
799,305.52,"Opioid abuse, episodic use",0.0,2.0,0.000201045436269
800,305.53,"Opioid abuse, in remission",0.0,8.0,0.000804181745074
801,305.60,"Cocaine abuse, unspecified use",1.0,1.0,0.000100522718134
802,305.61,"Cocaine abuse, continuous use",0.0,1.0,0.000100522718134
803,305.62,"Cocaine abuse, episodic use",0.5,2.0,0.000201045436269
804,305.9,"Nondependent oth, mixed, or unspecified drug abuse                                                                                                                                                                                                             ",0.432432432432,37.0,0.00371934057097
805,305.90,"Other, mixed, or unspecified drug abuse, unspecified use",0.310344827586,58.0,0.00583031765179
806,305.91,"Other, mixed, or unspecified drug abuse, continuous use",0.0,2.0,0.000201045436269
807,305.92,"Other, mixed, or unspecified drug abuse, episodic use",0.0,3.0,0.000301568154403
808,305.93,"Other, mixed, or unspecified drug abuse, in remission",0.0,3.0,0.000301568154403
809,306.1,Respiratory malfunction arising from mental factors,0.0,2.0,0.000201045436269
810,306.4,Gastrointestinal malfunction arising from mental factors,0.25,4.0,0.000402090872537
811,306.52,Psychogenic dysmenorrhea,0.0,6.0,0.000603136308806
812,306.8,Other specified psychophysiological malfunction,0.0,5.0,0.000502613590671
813,306.9,Unspecified psychophysiological malfunction,0.0,2.0,0.000201045436269
814,307.0,Stuttering,0.0,1.0,0.000100522718134
815,307.1,Anorexia nervosa,0.2,5.0,0.000502613590671
816,307.2,Tics                                                                                                                                                                                                                                                           ,0.0,1.0,0.000100522718134
817,307.21,Transient tic disorder,0.0,1.0,0.000100522718134
818,307.22,Chronic motor or vocal tic disorder,0.0,1.0,0.000100522718134
819,307.23,Tourette's disorder,0.2,5.0,0.000502613590671
820,307.40,"Nonorganic sleep disorder, unspecified",0.174603174603,315.0,0.0316646562123
821,307.41,Transient disorder of initiating or maintaining sleep,0.155172413793,58.0,0.00583031765179
822,307.42,Persistent disorder of initiating or maintaining sleep,0.233009708738,103.0,0.0103538399678
823,307.43,Transient disorder of initiating or maintaining wakefulness,0.5,2.0,0.000201045436269
824,307.44,Persistent disorder of initiating or maintaining wakefulness,0.0,2.0,0.000201045436269
825,307.45,Circadian rhythm sleep disorder of nonorganic origin,0.333333333333,3.0,0.000301568154403
826,307.46,Sleep arousal disorder,0.0,3.0,0.000301568154403
827,307.47,Other dysfunctions of sleep stages or arousal from sleep,0.0,2.0,0.000201045436269
828,307.49,Other specific disorders of sleep of nonorganic origin,0.666666666667,3.0,0.000301568154403
829,307.50,"Eating disorder, unspecified",0.0,8.0,0.000804181745074
830,307.51,Bulimia nervosa,0.0,1.0,0.000100522718134
831,307.52,Pica,0.0,1.0,0.000100522718134
832,307.59,Other disorders of eating,1.0,1.0,0.000100522718134
833,307.8,Pain disorders related to psychological factors                                                                                                                                                                                                                ,0.0,1.0,0.000100522718134
834,307.80,"Psychogenic pain, site unspecified",0.25,4.0,0.000402090872537
835,307.81,Tension headache,0.133802816901,142.0,0.0142742259751
836,307.89,Other pain disorders related to psychological factors,0.0,2.0,0.000201045436269
837,307.9,"Other and unspecified special symptoms or syndromes, not elsewhere classified",0.0,2.0,0.000201045436269
838,308,Acute reaction to stress                                                                                                                                                                                                                                       ,0.0,6.0,0.000603136308806
839,308.0,Predominant disturbance of emotions,0.0588235294118,17.0,0.00170888620828
840,308.2,Predominant psychomotor disturbance,1.0,1.0,0.000100522718134
841,308.3,Other acute reactions to stress,0.0416666666667,24.0,0.00241254523522
842,308.4,Mixed disorders as reaction to stress,0.0,6.0,0.000603136308806
843,308.9,Unspecified acute reaction to stress,0.12,25.0,0.00251306795336
844,309,Adjustment reaction                                                                                                                                                                                                                                            ,0.0,4.0,0.000402090872537
845,309.0,Adjustment disorder with depressed mood,0.125,48.0,0.00482509047045
846,309.1,Adjustment reaction with prolonged depressive reaction,0.5,2.0,0.000201045436269
847,309.2,Adjustment reaction with predominant disturbance of oth emotion,0.0,3.0,0.000301568154403
848,309.21,Separation anxiety disorder,0.0,1.0,0.000100522718134
849,309.24,Adjustment disorder with anxiety,0.136363636364,22.0,0.00221149979895
850,309.28,Adjustment disorder with mixed anxiety and depressed mood,0.177419354839,62.0,0.00623240852433
851,309.29,Other adjustment reactions with predominant disturbance of other emotions,0.5,2.0,0.000201045436269
852,309.4,Adjustment disorder with mixed disturbance of emotions and conduct,0.0,1.0,0.000100522718134
853,309.8,Other specified adjustment reactions,0.0,2.0,0.000201045436269
854,309.81,Posttraumatic stress disorder,0.166666666667,36.0,0.00361881785283
855,309.82,Adjustment reaction with physical symptoms,0.0,1.0,0.000100522718134
856,309.9,Unspecified adjustment reaction,0.0,3.0,0.000301568154403
857,310.1,Personality change due to conditions classified elsewhere,0.666666666667,3.0,0.000301568154403
858,310.2,Postconcussion syndrome,0.272727272727,11.0,0.00110574989948
859,310.8,Other specified nonpsychotic mental disorders following organic brain damage,1.0,2.0,0.000201045436269
860,311,"Depressive disorder, NOS",0.160436137072,642.0,0.0645355850422
861,311.,"Depressive disorder, not elsewhere classified",0.222222222222,90.0,0.00904704463209
862,312.0,"Undersocialized conduct disorder, aggressive type                                                                                                                                                                                                              ",0.0,1.0,0.000100522718134
863,312.02,"Undersocialized conduct disorder, aggressive type, moderate degree",0.0,1.0,0.000100522718134
864,312.30,"Impulse control disorder, unspecified",0.333333333333,3.0,0.000301568154403
865,312.34,Intermittent explosive disorder,0.0,4.0,0.000402090872537
866,312.39,Other disorders of impulse control,0.0,1.0,0.000100522718134
867,312.81,"Conduct disorder, childhood onset type",0.0,1.0,0.000100522718134
868,313.81,Oppositional defiant disorder of childhood or adolescence,0.0,3.0,0.000301568154403
869,313.89,Other emotional disturbances of childhood or adolescence,0.0,1.0,0.000100522718134
870,314.0,Attention deficit disorder of childhood                                                                                                                                                                                                                        ,0.0,10.0,0.00100522718134
871,314.00,Attention deficit disorder of childhood without mention of hyperactivity,0.0147058823529,136.0,0.0136710896663
872,314.01,Attention deficit disorder of childhood with hyperactivity,0.0487804878049,82.0,0.00824286288701
873,314.9,Unspecified hyperkinetic syndrome of childhood,0.0,1.0,0.000100522718134
874,315.00,"Developmental reading disorder, unspecified",0.0,1.0,0.000100522718134
875,315.2,Other specific learning difficulties,0.0,1.0,0.000100522718134
876,315.3,Developmental speech or language disorder,0.0,1.0,0.000100522718134
877,315.31,Expressive language disorder,1.0,2.0,0.000201045436269
878,315.4,Developmental coordination disorder,0.0,2.0,0.000201045436269
879,315.9,Unspecified delay in development,0.0,2.0,0.000201045436269
880,316,Psychic factors assoc with  other  diseases                                                                                                                                                                                                                    ,0.0,3.0,0.000301568154403
881,317,Mild intellectual disabilities,0.333333333333,6.0,0.000603136308806
882,317.,Mild mental retardation,0.111111111111,9.0,0.000904704463209
883,318.0,Moderate mental retardation,0.0,4.0,0.000402090872537
884,318.1,Severe intellectual disabilities,0.0,2.0,0.000201045436269
885,318.2,Profound intellectual disabilities,0.0,4.0,0.000402090872537
886,319,Unspecified intellectual disabilities,0.0,3.0,0.000301568154403
887,324.0,Intracranial abscess,0.0,1.0,0.000100522718134
888,327,Organic sleep disorders                                                                                                                                                                                                                                        ,0.0,1.0,0.000100522718134
889,327.0,Organic disorders of initiating and maintaining sleep                                                                                                                                                                                                          ,0.0,3.0,0.000301568154403
890,327.00,"Organic insomnia, unspecified",0.285714285714,42.0,0.00422195416164
891,327.01,Insomnia due to medical condition classified elsewhere,0.136363636364,22.0,0.00221149979895
892,327.02,Insomnia due to mental disorder,0.0,9.0,0.000904704463209
893,327.09,Other organic insomnia,0.4,10.0,0.00100522718134
894,327.1,Organic disorder of excessive somnolence                                                                                                                                                                                                                       ,0.0,6.0,0.000603136308806
895,327.11,Idiopathic hypersomnia with long sleep time,0.0,3.0,0.000301568154403
896,327.12,Idiopathic hypersomnia without long sleep time,0.0,1.0,0.000100522718134
897,327.2,Organic sleep apnea                                                                                                                                                                                                                                            ,0.25,8.0,0.000804181745074
898,327.20,"Organic sleep apnea, unspecified",0.333333333333,15.0,0.00150784077201
899,327.21,Primary central sleep apnea,0.0,7.0,0.00070365902694
900,327.23,Obstructive sleep apnea (adult) (pediatric),0.314516129032,248.0,0.0249296340973
901,327.24,Idiopathic sleep related nonobstructive alveolar hypoventilation,0.0,1.0,0.000100522718134
902,327.27,Central sleep apnea in conditions classified elsewhere,0.0,1.0,0.000100522718134
903,327.3,Circadian rhythm sleep disorders                                                                                                                                                                                                                               ,0.0,1.0,0.000100522718134
904,327.33,"Circadian rhythm sleep disorder, irregular sleep-wake type",0.5,2.0,0.000201045436269
905,327.36,"Circadian rhythm sleep disorder, shift work type",0.125,8.0,0.000804181745074
906,327.41,Confusional arousals,0.0,1.0,0.000100522718134
907,327.51,Periodic limb movement disorder,0.25,4.0,0.000402090872537
908,327.52,Sleep related leg cramps,0.333333333333,54.0,0.00542822677925
909,327.53,Sleep related bruxism,0.0,3.0,0.000301568154403
910,327.8,Other organic sleep disorders,0.0,1.0,0.000100522718134
911,331.0,Alzheimer's disease,0.145833333333,48.0,0.00482509047045
912,331.19,Other frontotemporal dementia,0.0,2.0,0.000201045436269
913,331.3,Communicating hydrocephalus,0.0,2.0,0.000201045436269
914,331.4,Obstructive hydrocephalus,1.0,1.0,0.000100522718134
915,331.5,Idiopathic normal pressure hydrocephalus (INPH),0.0,1.0,0.000100522718134
916,331.83,"Mild cognitive impairment, so stated",0.277777777778,18.0,0.00180940892642
917,331.89,Other cerebral degeneration,0.0,1.0,0.000100522718134
918,331.9,"Cerebral degeneration, unspecified",0.0,3.0,0.000301568154403
919,332,Parkinson's disease                                                                                                                                                                                                                                            ,0.371428571429,35.0,0.0035182951347
920,332.0,Paralysis agitans,0.35,20.0,0.00201045436269
921,332.1,Secondary Parkinsonism,1.0,2.0,0.000201045436269
922,333.0,Other degenerative diseases of the basal ganglia,0.0,1.0,0.000100522718134
923,333.1,Essential and other specified forms of tremor,0.265625,64.0,0.0064334539606
924,333.2,Myoclonus,0.0,3.0,0.000301568154403
925,333.4,Huntington's chorea,0.0,2.0,0.000201045436269
926,333.5,Other choreas,1.0,2.0,0.000201045436269
927,333.72,Acute dystonia due to drugs,0.0,1.0,0.000100522718134
928,333.81,Blepharospasm,0.0,1.0,0.000100522718134
929,333.82,Orofacial dyskinesia,0.0,1.0,0.000100522718134
930,333.83,Spasmodic torticollis,0.25,16.0,0.00160836349015
931,333.90,Unspecified extrapyramidal disease and abnormal movement disorder,0.5,2.0,0.000201045436269
932,333.94,Restless legs syndrome (RLS),0.181818181818,99.0,0.0099517490953
933,333.99,Other extrapyramidal diseases and abnormal movement disorders,0.333333333333,6.0,0.000603136308806
934,334.0,Friedreich's ataxia,0.0,1.0,0.000100522718134
935,334.1,Hereditary spastic paraplegia,0.0,1.0,0.000100522718134
936,334.2,Primary cerebellar degeneration,0.0,1.0,0.000100522718134
937,334.3,Other cerebellar ataxia,0.25,8.0,0.000804181745074
938,334.4,Cerebellar ataxia in diseases classified elsewhere,0.0,1.0,0.000100522718134
939,335.20,Amyotrophic lateral sclerosis,0.5,2.0,0.000201045436269
940,335.21,Progressive muscular atrophy,0.0,1.0,0.000100522718134
941,336.8,Other myelopathy,0.0,1.0,0.000100522718134
942,337.0,Idiopathic peripheral autonomic neuropathy,0.2,15.0,0.00150784077201
943,337.00,"Idiopathic peripheral autonomic neuropathy, unspecified",0.25,4.0,0.000402090872537
944,337.09,Other idiopathic peripheral autonomic neuropathy,0.0,1.0,0.000100522718134
945,337.1,Peripheral autonomic neuropathy in disorders classified elsewhere,0.5,8.0,0.000804181745074
946,337.2,Reflex sympathetic dystrophy                                                                                                                                                                                                                                   ,0.0,1.0,0.000100522718134
947,337.21,Reflex sympathetic dystrophy of the upper limb,0.0,3.0,0.000301568154403
948,337.22,Reflex sympathetic dystrophy of the lower limb,0.0,3.0,0.000301568154403
949,337.3,Autonomic dysreflexia,0.0,1.0,0.000100522718134
950,337.9,Unspecified disorder of autonomic nervous system,0.5,4.0,0.000402090872537
951,338.0,Central pain syndrome,0.0,1.0,0.000100522718134
952,338.11,Acute pain due to trauma,0.111111111111,9.0,0.000904704463209
953,338.18,Other acute postoperative pain,0.0,4.0,0.000402090872537
954,338.19,Other acute pain,0.5,4.0,0.000402090872537
955,338.21,Chronic pain due to trauma,0.166666666667,12.0,0.00120627261761
956,338.28,Other chronic postoperative pain,0.333333333333,3.0,0.000301568154403
957,338.29,Other chronic pain,0.206896551724,116.0,0.0116606353036
958,338.3,Neoplasm related pain (acute) (chronic),0.0,3.0,0.000301568154403
959,338.4,Chronic pain syndrome,0.237288135593,177.0,0.0177925211098
960,339.00,"Cluster headache syndrome, unspecified",0.0,4.0,0.000402090872537
961,339.01,Episodic cluster headache,0.333333333333,3.0,0.000301568154403
962,339.10,"Tension type headache, unspecified",0.333333333333,15.0,0.00150784077201
963,339.11,Episodic tension type headache,0.0,5.0,0.000502613590671
964,339.12,Chronic tension type headache,0.333333333333,18.0,0.00180940892642
965,339.20,"Post-traumatic headache, unspecified",0.333333333333,9.0,0.000904704463209
966,339.21,Acute post-traumatic headache,0.0,4.0,0.000402090872537
967,339.22,Chronic post-traumatic headache,0.0,1.0,0.000100522718134
968,339.3,"Drug induced headache, not elsewhere classified",0.0,3.0,0.000301568154403
969,339.41,Hemicrania continua,0.0,2.0,0.000201045436269
970,339.42,New daily persistent headache,0.190476190476,21.0,0.00211097708082
971,339.82,Headache associated with sexual activity,0.5,2.0,0.000201045436269
972,339.83,Primary cough headache,0.0,1.0,0.000100522718134
973,339.89,Other specified headache syndromes,0.5,2.0,0.000201045436269
974,340,Multiple sclerosis,0.133333333333,30.0,0.00301568154403
975,340.,Multiple sclerosis,0.0714285714286,14.0,0.00140731805388
976,341.0,Neuromyelitis optica,0.0,1.0,0.000100522718134
977,341.22,Idiopathic transverse myelitis,0.0,1.0,0.000100522718134
978,341.9,"Demyelinating disease of central nervous system, unspecified",0.333333333333,3.0,0.000301568154403
979,342,Hemiplegia and hemiparesis                                                                                                                                                                                                                                     ,1.0,3.0,0.000301568154403
980,342.0,Flaccid hemiplegia,1.0,1.0,0.000100522718134
981,342.00,"Flaccid hemiplegia, affecting unspecified side",0.5,2.0,0.000201045436269
982,342.02,"Flaccid hemiplegia, affecting nondominant side",1.0,1.0,0.000100522718134
983,342.1,Spastic hemiplegia,0.0,1.0,0.000100522718134
984,342.10,"Spastic hemiplegia, affecting unspecified side",1.0,1.0,0.000100522718134
985,342.11,"Spastic hemiplegia, affecting dominant side",1.0,2.0,0.000201045436269
986,342.8,Other specified hemiplegia,0.0,1.0,0.000100522718134
987,342.9,"Hemiplegia, unspecified",0.0,2.0,0.000201045436269
988,342.90,"Hemiplegia, unspecified, affecting unspecified side",0.333333333333,3.0,0.000301568154403
989,342.91,"Hemiplegia, unspecified, affecting dominant side",0.333333333333,3.0,0.000301568154403
990,342.92,"Hemiplegia, unspecified, affecting nondominant side",0.333333333333,3.0,0.000301568154403
991,343,Infantile cerebral palsy                                                                                                                                                                                                                                       ,0.0,1.0,0.000100522718134
992,343.2,Quadriplegic infantile cerebral palsy,0.0,2.0,0.000201045436269
993,343.9,"Infantile cerebral palsy, unspecified",0.0,3.0,0.000301568154403
994,344.00,"Quadriplegia, unspecified",0.2,5.0,0.000502613590671
995,344.1,Paraplegia,0.2,10.0,0.00100522718134
996,344.61,Cauda equina syndrome with neurogenic bladder,1.0,1.0,0.000100522718134
997,344.9,"Paralysis, unspecified",0.333333333333,3.0,0.000301568154403
998,345,Epilepsy                                                                                                                                                                                                                                                       ,0.0625,16.0,0.00160836349015
999,345.0,Generalized nonconvulsive epilepsy                                                                                                                                                                                                                             ,0.0,2.0,0.000201045436269
1000,345.00,"Generalized nonconvulsive epilepsy, without mention of intractable epilepsy",0.0,3.0,0.000301568154403
1001,345.1,Generalized convulsive epilepsy                                                                                                                                                                                                                                ,0.428571428571,7.0,0.00070365902694
1002,345.10,"Generalized convulsive epilepsy, without mention of intractable epilepsy",0.15,20.0,0.00201045436269
1003,345.11,"Generalized convulsive epilepsy, with intractable epilepsy",0.0,1.0,0.000100522718134
1004,345.4,"Partial epilepsy, with impairment of consciousness                                                                                                                                                                                                             ",0.0,1.0,0.000100522718134
1005,345.40,"Partial epilepsy, with impairment of consciousness, without mention of intractable epilepsy",0.555555555556,9.0,0.000904704463209
1006,345.41,"Partial epilepsy, with impairment of consciousness, with intractable epilepsy",0.0,2.0,0.000201045436269
1007,345.50,"Partial epilepsy, without mention of impairment of consciousness, without mention of intractable epilepsy",0.5,4.0,0.000402090872537
1008,345.6,Infantile spasms                                                                                                                                                                                                                                               ,0.571428571429,7.0,0.00070365902694
1009,345.8,Other forms of epilepsy                                                                                                                                                                                                                                        ,0.0,3.0,0.000301568154403
1010,345.80,"Other forms of epilepsy, without mention of intractable epilepsy",1.0,2.0,0.000201045436269
1011,345.9,"Epilepsy, unspecified                                                                                                                                                                                                                                          ",0.0952380952381,21.0,0.00211097708082
1012,345.90,"Epilepsy, unspecified, without mention of intractable epilepsy",0.2,15.0,0.00150784077201
1013,346,Migraine                                                                                                                                                                                                                                                       ,0.048951048951,143.0,0.0143747486932
1014,346.0,Classical migraine                                                                                                                                                                                                                                             ,0.170731707317,41.0,0.00412143144351
1015,346.00,"Migraine with aura, without mention of intractable migraine without mention of status migrainosus",0.05,40.0,0.00402090872537
1016,346.01,"Migraine with aura, with intractable migraine, so stated, without mention of status migrainosus",0.0,14.0,0.00140731805388
1017,346.02,"Migraine with aura, without mention of intractable migraine with status migrainosus",0.0,10.0,0.00100522718134
1018,346.03,"Migraine with aura, with intractable migraine, so stated, with status migrainosus",0.0,1.0,0.000100522718134
1019,346.1,Common migraine                                                                                                                                                                                                                                                ,0.078431372549,51.0,0.00512665862485
1020,346.10,"Migraine without aura, without mention of intractable migraine without mention of status migrainosus",0.0795454545455,88.0,0.00884599919582
1021,346.11,"Migraine without aura, with intractable migraine, so stated, without mention of status migrainosus",0.0,11.0,0.00110574989948
1022,346.12,"Migraine without aura, without mention of intractable migraine with status migrainosus",0.0,8.0,0.000804181745074
1023,346.2,Variants of migraine                                                                                                                                                                                                                                           ,0.0,17.0,0.00170888620828
1024,346.20,"Variants of migraine, not elsewhere classified, without mention of intractable migraine without mention of status migrainosus",0.0,6.0,0.000603136308806
1025,346.21,"Variants of migraine, not elsewhere classified, with intractable migraine, so stated, without mention of status migrainosus",0.0,3.0,0.000301568154403
1026,346.40,"Menstrual migraine, without mention of intractable migraine without mention of status migrainosus",0.0,1.0,0.000100522718134
1027,346.42,"Menstrual migraine, without mention of intractable migraine with status migrainosus",0.0,1.0,0.000100522718134
1028,346.70,"Chronic migraine without aura, without mention of intractable migraine without mention of status migrainosus",0.0,1.0,0.000100522718134
1029,346.71,"Chronic migraine without aura, with intractable migraine, so stated, without mention of status migrainosus",1.0,1.0,0.000100522718134
1030,346.8,Other forms of migraine                                                                                                                                                                                                                                        ,0.0,3.0,0.000301568154403
1031,346.80,"Other forms of migraine, without mention of intractable migraine without mention of status migrainosus",0.0,2.0,0.000201045436269
1032,346.81,"Other forms of migraine, with intractable migraine, so stated, without mention of status migrainosus",0.125,8.0,0.000804181745074
1033,346.9,"Migraine, unspecified                                                                                                                                                                                                                                          ",0.0350877192982,57.0,0.00572979493366
1034,346.90,"Migraine, unspecified, without mention of intractable migraine without mention of status migrainosus",0.132075471698,53.0,0.00532770406112
1035,346.91,"Migraine, unspecified, with intractable migraine, so stated, without mention of status migrainosus",0.0,8.0,0.000804181745074
1036,346.92,"Migraine, unspecified, without mention of intractable migraine with status migrainosus",0.0,3.0,0.000301568154403
1037,347,Cataplexy and narcolepsy                                                                                                                                                                                                                                       ,0.0,1.0,0.000100522718134
1038,347.0,Narcolepsy                                                                                                                                                                                                                                                     ,0.0,7.0,0.00070365902694
1039,347.00,"Narcolepsy, without cataplexy",0.2,5.0,0.000502613590671
1040,348.0,Cerebral cysts,0.5,2.0,0.000201045436269
1041,348.2,Benign intracranial hypertension,0.5,2.0,0.000201045436269
1042,348.30,"Encephalopathy, unspecified",0.333333333333,3.0,0.000301568154403
1043,348.39,Other encephalopathy,0.0,1.0,0.000100522718134
1044,349.0,Reaction to spinal or lumbar puncture,0.0,3.0,0.000301568154403
1045,349.82,Toxic encephalopathy,1.0,1.0,0.000100522718134
1046,350.0,Trigeminal nerve disorders,1.0,1.0,0.000100522718134
1047,350.1,Trigeminal neuralgia,0.304347826087,23.0,0.00231202251709
1048,350.2,Atypical face pain,0.272727272727,11.0,0.00110574989948
1049,351.0,Bell's palsy,0.304347826087,23.0,0.00231202251709
1050,351.8,Other facial nerve disorders,0.0,2.0,0.000201045436269
1051,351.9,"Facial nerve disorder, unspecified",0.0,1.0,0.000100522718134
1052,353.0,Brachial plexus lesions,0.333333333333,3.0,0.000301568154403
1053,353.2,"Cervical root lesions, not elsewhere classified",0.0,5.0,0.000502613590671
1054,353.3,"Thoracic root lesions, not elsewhere classified",0.0,1.0,0.000100522718134
1055,353.4,"Lumbosacral root lesions, not elsewhere classified",0.333333333333,3.0,0.000301568154403
1056,353.6,Phantom limb (syndrome),1.0,2.0,0.000201045436269
1057,353.9,Unspecified nerve root and plexus disorder,0.0,1.0,0.000100522718134
1058,354.0,Carpal tunnel syndrome,0.185185185185,162.0,0.0162846803378
1059,354.2,Lesion of ulnar nerve,0.181818181818,11.0,0.00110574989948
1060,354.3,Lesion of radial nerve,1.0,1.0,0.000100522718134
1061,354.4,Causalgia of upper limb,0.0,1.0,0.000100522718134
1062,354.8,Other mononeuritis of upper limb,0.0,3.0,0.000301568154403
1063,354.9,"Mononeuritis of upper limb, unspecified",0.2,5.0,0.000502613590671
1064,355.0,Lesion of sciatic nerve,0.0,1.0,0.000100522718134
1065,355.1,Meralgia paresthetica,0.25,4.0,0.000402090872537
1066,355.5,Tarsal tunnel syndrome,0.0,2.0,0.000201045436269
1067,355.6,Lesion of plantar nerve,0.375,8.0,0.000804181745074
1068,355.7,Other mononeuritis of lower limb,0.0,3.0,0.000301568154403
1069,355.71,Causalgia of lower limb,0.0,1.0,0.000100522718134
1070,355.79,Other mononeuritis of lower limb,0.0,1.0,0.000100522718134
1071,355.8,"Mononeuritis of lower limb, unspecified",0.5,4.0,0.000402090872537
1072,355.9,Mononeuritis of unspecified site,0.142857142857,7.0,0.00070365902694
1073,356,Hereditary and idiopathic periph neuropathy                                                                                                                                                                                                                    ,0.5,2.0,0.000201045436269
1074,356.0,Hereditary peripheral neuropathy,0.0,2.0,0.000201045436269
1075,356.1,Peroneal muscular atrophy,0.0,1.0,0.000100522718134
1076,356.2,Hereditary sensory neuropathy,1.0,1.0,0.000100522718134
1077,356.4,Idiopathic progressive polyneuropathy,0.571428571429,7.0,0.00070365902694
1078,356.8,Other specified idiopathic peripheral neuropathy,0.431034482759,58.0,0.00583031765179
1079,356.9,Unspecified idiopathic peripheral neuropathy,0.380434782609,92.0,0.00924809006836
1080,357,Inflam and toxic neuropathy                                                                                                                                                                                                                                    ,0.0,2.0,0.000201045436269
1081,357.0,Acute infective polyneuritis,0.0,1.0,0.000100522718134
1082,357.1,Polyneuropathy in collagen vascular disease,0.285714285714,7.0,0.00070365902694
1083,357.3,Polyneuropathy in malignant disease,0.5,2.0,0.000201045436269
1084,357.4,Polyneuropathy in other diseases classified elsewhere,0.153846153846,39.0,0.00392038600724
1085,357.5,Alcoholic polyneuropathy,0.0,4.0,0.000402090872537
1086,357.6,Polyneuropathy due to drugs,0.0,3.0,0.000301568154403
1087,357.7,Polyneuropathy due to other toxic agents,0.333333333333,3.0,0.000301568154403
1088,357.8,Other inflammatory and toxic neuropathy,0.0,1.0,0.000100522718134
1089,357.81,Chronic inflammatory demyelinating polyneuritis,0.0,1.0,0.000100522718134
1090,357.82,Critical illness polyneuropathy,0.0,2.0,0.000201045436269
1091,357.89,Other inflammatory and toxic neuropathy,0.0,1.0,0.000100522718134
1092,357.9,Unspecified inflammatory and toxic neuropathies,0.181818181818,11.0,0.00110574989948
1093,358.0,Myasthenia gravis,0.0,6.0,0.000603136308806
1094,358.00,Myasthenia gravis without (acute) exacerbation,1.0,1.0,0.000100522718134
1095,358.01,Myasthenia gravis with (acute) exacerbation,1.0,1.0,0.000100522718134
1096,359.0,Congenital hereditary muscular dystrophy,0.0,1.0,0.000100522718134
1097,359.1,Hereditary progressive muscular dystrophy,0.5,2.0,0.000201045436269
1098,359.4,Toxic myopathy,0.0,1.0,0.000100522718134
1099,359.9,"Myopathy, unspecified",0.5,8.0,0.000804181745074
1100,360.12,Panuveitis,1.0,1.0,0.000100522718134
1101,360.21,Progressive high (degenerative) myopia,0.0,2.0,0.000201045436269
1102,361.00,"Retinal detachment with retinal defect, unspecified",0.0,2.0,0.000201045436269
1103,361.06,"Old retinal detachment, partial",0.0,1.0,0.000100522718134
1104,361.07,"Old retinal detachment, total or subtotal",0.0,2.0,0.000201045436269
1105,361.30,"Retinal defect, unspecified",0.0,2.0,0.000201045436269
1106,362.10,"Background retinopathy, unspecified",0.0,1.0,0.000100522718134
1107,362.11,Hypertensive retinopathy,0.0,4.0,0.000402090872537
1108,362.31,Central retinal artery occlusion,0.25,4.0,0.000402090872537
1109,362.33,Partial retinal arterial occlusion,0.0,1.0,0.000100522718134
1110,362.34,Transient retinal arterial occlusion,0.0,1.0,0.000100522718134
1111,362.35,Central retinal vein occlusion,1.0,1.0,0.000100522718134
1112,362.50,"Macular degeneration (senile) of retina, unspecified",0.32,25.0,0.00251306795336
1113,362.51,Nonexudative senile macular degeneration of retina,0.0,3.0,0.000301568154403
1114,362.52,Exudative senile macular degeneration of retina,1.0,3.0,0.000301568154403
1115,362.53,Cystoid macular degeneration of retina,0.0,1.0,0.000100522718134
1116,362.54,"Macular cyst, hole, or pseudohole of retina",0.0,1.0,0.000100522718134
1117,362.56,Macular puckering of retina,0.0,1.0,0.000100522718134
1118,362.57,Drusen (degenerative) of retina,0.0,1.0,0.000100522718134
1119,362.60,"Peripheral retinal degeneration, unspecified",0.0,1.0,0.000100522718134
1120,362.74,Pigmentary retinal dystrophy,0.5,2.0,0.000201045436269
1121,362.81,Retinal hemorrhage,0.0,1.0,0.000100522718134
1122,364.00,"Acute and subacute iridocyclitis, unspecified",0.0,2.0,0.000201045436269
1123,364.04,"Secondary iridocyclitis, noninfectious",0.0,1.0,0.000100522718134
